,text_raw,text_clean
30,"I should be studying for my final exams, which are next week, yet here I am trying to brush my hair into submission.",i should be study for my final exam which be next week yet here i be try to brush my hair into submission
31,I must not sleep with it wet.,i must not sleep with it wet
32,I must not sleep with it wet.,i must not sleep with it wet
33,"Reciting this mantra several times, I attempt, once more, to bring it under control with the brush.",recite this mantra several time i attempt once much to bring it under control with the brush
34,"I roll my eyes in exasperation and gaze at the pale, brown-haired girl with blue eyes too big for her face staring back at me, and give up.",i roll my eye in exasperation and gaze at the pale brown haired girl with blue eye too big for her face stare back at me and give up
35,My only option is to restrain my wayward hair in a ponytail and hope that I look semi presentable.,my only option be to restrain my wayward hair in a ponytail and hope that i look semi presentable
36,"Kate is my roommate, and she has chosen today of all days to succumb to the flu.",kate be my roommate and she have choose today of all day to succumb to the flu
37,"Therefore, she cannot attend the interview shed arranged to do, with some mega-industri-alist tycoon Ive never heard of, for the student newspaper.",therefore she can not attend the interview she would arrange to do with some mega industri alist tycoon i have never hear of for the student newspaper
38,So I have been volunteered.,so i have be volunteer
39,"I have final exams to cram for, one essay to finish, and Im supposed to be working this afternoon, but no  today I have to drive a hundred and sixty-five miles to downtown Seattle in order to meet the enigmatic CEO of Grey Enterprises Holdings Inc.",i have final exam to cram for one essay to finish and i be suppose to be work this afternoon but no today i have to drive a hundred and sixty five mile to downtown seattle in order to meet the enigmatic ceo of grey enterprise holding inc
40,"As an exceptional entrepreneur and major benefactor of our University, his time is extraordinarily precious",a a exceptional entrepreneur and major benefactor of our university his time be extraordinarily precious
41,much more precious than mine  but he has granted Kate an interview.,much much precious than mine but he have grant kate a interview
42,"A real coup, she tells me.",a real coup she tell me
43,Damn her extra-curricular activities.,damn her extra curricular activity
44,Kate is huddled on the couch in the living room.,kate be huddle on the couch in the live room
45,"Ana, Im sorry.",ana i be sorry
46,It took me nine months to get this interview.,it take me nine month to get this interview
47,"It will take another six to reschedule, and well both have graduated by then.",it will take another six to reschedule and good both have graduate by then
48,"As the editor, I cant blow this off.",a the editor i can not blow this off
49,"Please, Kate begs me in her rasping, sore throat voice.",please kate beg me in her rasp sore throat voice
50,How does she do it?,how doe she do it
51,"Even ill she looks gamine and gorgeous, strawberry blonde hair in place and green eyes bright, although now red-rimmed and runny.",even ill she look gamine and gorgeous strawberry blonde hair in place and green eye bright although now red rim and runny
52,I ignore my pang of unwelcome sympathy.,i ignore my pang of unwelcome sympathy
53,Of course Ill go Kate.,of course ill go kate
54,You should get back to bed.,you should get back to bed
55,Would you like some Nyquil or Tylenol?,would you like some nyquil or tylenol
56,"Nyquil, please.",nyquil please
57,Here are the questions and my mini-disc recorder.,here be the question and my mini disc recorder
58,Just press record here.,just press record here
59,"Make notes, Ill transcribe it all.",make note ill transcribe it all
60,"I know nothing about him, I murmur, trying and failing to suppress my rising panic.",i know nothing about him i murmur try and fail to suppress my rise panic
61,The questions will see you through.,the question will see you through
62,Its a long drive.,its a long drive
63,I dont want you to be late.,i do not want you to be late
64,"Okay, Im going.",okay i be go
65,Get back to bed.,get back to bed
66,I made you some soup to heat up later.,i make you some soup to heat up late
67,I stare at her fondly.,i stare at her fondly
68,"Only for you, Kate, would I do this.",only for you kate would i do this
69,I will.,i will
70,Good luck.,good luck
71,"And thanks Ana  as usual, youre my lifesaver.",and thank ana a usual you be my lifesaver
72,"Gathering my satchel, I smile wryly at her, then head out the door to the car.",gather my satchel i smile wryly at her then head out the door to the car
73,I cannot believe I have let Kate talk me into this.,i can not believe i have let kate talk me into this
74,But then Kate can talk anyone into anything.,but then kate can talk anyone into anything
75,Shell make an exceptional journalist.,she will make a exceptional journalist
76,"Shes articulate, strong, persuasive, argumentative, beautiful  and shes my dearest, dearest friend.",she be articulate strong persuasive argumentative beautiful and she be my dear dear friend
77,"The roads are clear as I set off from Vancouver, WA toward Portland and the I-5.",the road be clear a i set off from vancouver wa toward portland and the i
78,"Its early, and I dont have to be in Seattle until two this afternoon.",its early and i do not have to be in seattle until two this afternoon
79,"Fortunately, Kates lent me her sporty Mercedes CLK.",fortunately kates lend me her sporty mercedes clk
80,"Im not sure Wanda, my old VW Beetle, would make the journey in time.",i be not sure wanda my old vw beetle would make the journey in time
81,"Oh, the Merc is a fun drive, and the miles slip away as I floor the pedal to the metal.",oh the merc be a fun drive and the mile slip away a i floor the pedal to the metal
82,My destination is the headquarters of Mr. Greys global enterprise.,my destination be the headquarter of mr grey global enterprise
83,"Its a huge twenty-story office building, all curved glass and steel, an architects utilitarian fantasy, with Grey House written discreetly in steel over the glass front doors.",its a huge twenty story office build all curve glass and steel a architect utilitarian fantasy with grey house write discreetly in steel over the glass front door
84,"Its a quarter to two when I arrive, greatly relieved that Im not late as I walk into the enormous  and frankly intimidating  glass, steel, and white sandstone lobby.",its a quarter to two when i arrive greatly relieve that i be not late a i walk into the enormous and frankly intimidate glass steel and white sandstone lobby
85,"Behind the solid sandstone desk, a very attractive, groomed, blonde young woman smiles pleasantly at me.",behind the solid sandstone desk a very attractive groom blonde young woman smile pleasantly at me
86,Shes wearing the sharpest charcoal suit jacket and white shirt I have ever seen.,she be wear the sharp charcoal suit jacket and white shirt i have ever see
87,She looks immaculate.,she look immaculate
88,Im here to see Mr. Grey.,i be here to see mr grey
89,Anastasia Steele for Katherine Kavanagh.,anastasia steele for katherine kavanagh
90,"Excuse me one moment, Miss Steele.",excuse me one moment miss steele
91,She arches her eyebrow slightly as I stand self-consciously before her.,she arch her eyebrow slightly a i stand self consciously before her
92,I am beginning to wish Id borrowed one of Kates formal blazers rather than wear my navy blue jacket.,i be begin to wish i would borrow one of kates formal blazer rather than wear my navy blue jacket
93,"I have made an effort and worn my one and only skirt, my sensible brown knee-length boots and a blue sweater.",i have make a effort and wear my one and only skirt my sensible brown knee length boot and a blue sweater
94,"For me, this is smart.",for me this be smart
95,I tuck one of the escaped tendrils of my hair behind my ear as I pretend she doesnt intimidate me.,i tuck one of the escape tendril of my hair behind my ear a i pretend she doe not intimidate me
96,Miss Kavanagh is expected.,miss kavanagh be expect
97,"Please sign in here, Miss Steele.",please sign in here miss steele
98,"Youll want the last elevator on the right, press for the twentieth floor.",you will want the last elevator on the right press for the 20 floor
99,"She smiles kindly at me, amused no doubt, as I sign in.",she smile kindly at me amuse no doubt a i sign in
100,She hands me a security pass that has VISITOR very firmly stamped on the front.,she hand me a security pass that have visitor very firmly stamp on the front
101,I cant help my smirk.,i can not help my smirk
102,Surely its obvious that Im just visiting.,surely its obvious that i be just visit
103,I dont fit in here at all.,i do not fit in here at all
104,"Nothing changes, I inwardly sigh.",nothing change i inwardly sigh
105,"Thanking her, I walk over to the bank of elevators past the two security men who are both far more smartly dressed than I am in their well-cut black suits.",thank her i walk over to the bank of elevator past the two security man who be both far much smartly dress than i be in their good cut black suit
106,The elevator whisks me with terminal velocity to the twentieth floor.,the elevator whisk me with terminal velocity to the 20 floor
107,"The doors slide open, and Im in another large lobby  again all glass, steel, and white sandstone.",the door slide open and i be in another large lobby again all glass steel and white sandstone
108,Im confronted by another desk of sandstone and another young blonde woman dressed impeccably in black and white who rises to greet me.,i be confront by another desk of sandstone and another young blonde woman dress impeccably in black and white who rise to greet me
109,"Miss Steele, could you wait here, please?",miss steele can you wait here please
110,She points to a seated area of white leather chairs.,she point to a seat area of white leather chair
111,Behind the leather chairs is a spacious glass-walled meeting room with an equally spacious dark wood table and at least twenty matching chairs around it.,behind the leather chair be a spacious glass wall meet room with a equally spacious dark wood table and at little twenty match chair around it
112,"Beyond that, there is a floor-to-ceiling window with a view of the Seattle skyline that looks out through the city toward the Sound.",beyond that there be a floor to ceil window with a view of the seattle skyline that look out through the city toward the sound
113,"Its a stunning vista, and Im momentarily paralyzed by the view.",its a stun vista and i be momentarily paralyze by the view
114,Wow.,wow
115,"I sit down, fish the questions from my satchel, and go through them, inwardly curs-ing Kate for not providing me with a brief biography.",i sit down fish the question from my satchel and go through them inwardly cur ing kate for not provide me with a brief biography
116,I know nothing about this man Im about to interview.,i know nothing about this man i be about to interview
117,He could be ninety or he could be thirty.,he can be ninety or he can be thirty
118,"The uncertainty is galling, and my nerves resurface, making me fidget.",the uncertainty be gall and my nerve resurface make me fidget
119,"Ive never been comfortable with one-on-one interviews, preferring the anonymity of a group discussion where I can sit inconspicuously at the back of the room.",i have never be comfortable with one on one interview prefer the anonymity of a group discussion where i can sit inconspicuously at the back of the room
120,"To be honest, I prefer my own company, reading a classic British novel, curled up in a chair in the campus library.",to be honest i prefer my own company read a classic british novel curl up in a chair in the campus library
121,Not sitting twitching nervously in a colos-sal glass and stone edifice.,not sit twitch nervously in a colos sal glass and stone edifice
122,I roll my eyes at myself.,i roll my eye at myself
123,"Get a grip, Steele.",get a grip steele
124,"Judging from the building, which is too clinical and modern, I guess Grey is in his forties: fit, tanned, and fair-haired to match the rest of the personnel.",judge from the build which be too clinical and modern i guess grey be in his fourty fit tan and fair haired to match the rest of the personnel
125,"Another elegant, flawlessly dressed blonde comes out of a large door to the right.",another elegant flawlessly dress blonde come out of a large door to the right
126,What is it with all the immaculate blondes?,what be it with all the immaculate blonde
127,Its like Stepford here.,its like stepford here
128,"Taking a deep breath, I stand up.",take a deep breath i stand up
129,Miss Steele?,miss steele
130,the latest blonde asks.,the late blonde ask
131,"Yes, I croak, and clear my throat.",yes i croak and clear my throat
132,Yes.,yes
133,"There, that sounded more confident.",there that sound much confident
134,Mr. Grey will see you in a moment.,mr grey will see you in a moment
135,May I take your jacket?,may i take your jacket
136,Oh please.,oh please
137,I struggle out of the jacket.,i struggle out of the jacket
138,Have you been offered any refreshment?,have you be offer any refreshment
139,Um  no.,um no
140,"Oh dear, is Blonde Number One in trouble?",oh dear be blonde numb one in trouble
141,Blonde Number Two frowns and eyes the young woman at the desk.,blonde numb two frown and eye the young woman at the desk
142,"Would you like tea, coffee, water?",would you like tea coffee water
143,"she asks, turning her attention back to me.",she ask turn her attention back to me
144,A glass of water.,a glass of water
145,"Thank you, I murmur.",thank you i murmur
146,"Olivia, please fetch Miss Steele a glass of water.",olivia please fetch miss steele a glass of water
147,Her voice is stern.,her voice be stern
148,Olivia scoots up immediately and scurries to a door on the other side of the foyer.,olivia scoot up immediately and scurry to a door on the other side of the foyer
149,"My apologies, Miss Steele, Olivia is our new intern.",my apology miss steele olivia be our new intern
150,Please be seated.,please be seat
151,Mr. Grey will be another five minutes.,mr grey will be another five minute
152,Olivia returns with a glass of iced water.,olivia return with a glass of ice water
153,"Here you go, Miss Steele.",here you go miss steele
154,Thank you.,thank you
155,"Blonde Number Two marches over to the large desk, her heels clicking and echoing on the sandstone floor.",blonde numb two march over to the large desk her heel click and echo on the sandstone floor
156,"She sits down, and they both continue their work.",she sit down and they both continue their work
157,Perhaps Mr. Grey insists on all his employees being blonde.,perhaps mr grey insist on all his employee be blonde
158,"Im wondering idly if thats legal, when the office door opens and a tall, elegantly dressed, attractive African-American man with short dreads exits.",i be wonder idly if that be legal when the office door open and a tall elegantly dress attractive african american man with short dread exit
159,I have definitely worn the wrong clothes.,i have definitely wear the wrong clothe
160,He turns and says through the door.,he turn and say through the door
161,"Golf, this week, Grey.",golf this week grey
162,I dont hear the reply.,i do not hear the reply
163,"He turns, sees me, and smiles, his dark eyes crinkling at the corners.",he turn see me and smile his dark eye crinkle at the corner
164,Olivia has jumped up and called the elevator.,olivia have jump up and call the elevator
165,She seems to excel at jumping from her seat.,she seem to excel at jump from her seat
166,Shes more nervous than me!,she be much nervous than me
167,"Good afternoon ladies, he says as he departs through the sliding door.",good afternoon lady he say a he depart through the slide door
168,"Mr. Grey will see you now, Miss Steele.",mr grey will see you now miss steele
169,"Do go through, Blonde Number Two says.",do go through blonde numb two say
170,I stand rather shakily trying to suppress my nerves.,i stand rather shakily try to suppress my nerve
171,"Gathering up my satchel, I abandon my glass of water and make my way to the partially open door.",gather up my satchel i abandon my glass of water and make my way to the partially open door
172,You dont need to knock  just go in.,you do not need to knock just go in
173,She smiles kindly.,she smile kindly
174,"I push open the door and stumble through, tripping over my own feet, and falling head first into the office.",i push open the door and stumble through trip over my own foot and fall head ﻿1 into the office
175,Double crap  me and my two left feet!,double crap me and my two leave foot
176,"I am on my hands and knees in the doorway to Mr. Greys office, and gentle hands are around me helping me to stand.",i be on my hand and knee in the doorway to mr grey office and gentle hand be around me help me to stand
177,"I am so embarrassed, damn my clumsiness.",i be so embarrass damn my clumsiness
178,I have to steel myself to glance up.,i have to steel myself to glance up
179,Holy cow  hes so young.,holy cow he s so young
180,Miss Kavanagh.,miss kavanagh
181,He extends a long-fingered hand to me once Im upright.,he extend a long finger hand to me once i be upright
182,Im Christian Grey.,i be christian grey
183,Are you all right?,be you all right
184,Would you like to sit?,would you like to sit
185,"So young  and attractive, very attractive.",so young and attractive very attractive
186,"Hes tall, dressed in a fine gray suit, white shirt, and black tie with unruly dark copper colored hair and intense, bright gray eyes that regard me shrewdly.",he s tall dress in a fine gray suit white shirt and black tie with unruly dark copper color hair and intense bright gray eye that regard me shrewdly
187,It takes a moment for me to find my voice.,it take a moment for me to find my voice
188,Actually I mutter.,actually i mutter
189,If this guy is over thirty then Im a monkeys uncle.,if this guy be over thirty then i be a monkey uncle
190,"In a daze, I place my hand in his and we shake.",in a daze i place my hand in his and we shake
191,"As our fingers touch, I feel an odd exhilarating shiver run through me.",a our finger touch i feel a odd exhilarate shiver run through me
192,"I withdraw my hand hastily, embarrassed.",i withdraw my hand hastily embarrass
193,Must be static.,must be static
194,"I blink rapidly, my eyelids matching my heart rate.",i blink rapidly my eyelid match my heart rate
195,"Miss Kavanagh is indisposed, so she sent me.",miss kavanagh be indisposed so she send me
196,"I hope you dont mind, Mr. Grey.",i hope you do not mind mr grey
197,And you are?,and you be
198,"His voice is warm, possibly amused, but its difficult to tell from his impassive expression.",his voice be warm possibly amuse but its difficult to tell from his impassive expression
199,"He looks mildly interested, but above all, polite.",he look mildly interest but above all polite
200,Anastasia Steele.,anastasia steele
201,"Im studying English Literature with Kate, um Katherine",i be study english literature with kate um katherine
202,um Miss Kavanagh at Washington State.,um miss kavanagh at washington state
203,"I see, he says simply.",i see he say simply
204,"I think I see the ghost of a smile in his expression, but Im not sure.",i think i see the ghost of a smile in his expression but i be not sure
205,Would you like to sit?,would you like to sit
206,He waves me toward a white leather buttoned L-shaped couch.,he wave me toward a white leather button l shape couch
207,His office is way too big for just one man.,his office be way too big for just one man
208,"In front of the floor-to-ceiling windows, theres a huge modern dark-wood desk that six people could comfortably eat around.",in front of the floor to ceil window there be a huge modern dark wood desk that six people can comfortably eat around
209,It matches the coffee table by the couch.,it match the coffee table by the couch
210,"Everything else is white  ceiling, floors, and walls except, on the wall by the door, where a mosaic of small paintings hang, thirty-six of them arranged in a square.",everything else be white ceil floor and wall except on the wall by the door where a mosaic of small painting hang thirty six of them arrange in a square
211,"They are exquisite  a series of mundane, forgotten objects painted in such precise detail they look like photographs.",they be exquisite a series of mundane forget object paint in such precise detail they look like photograph
212,"Displayed together, they are breathtaking.",display together they be breathtaking
213,A local artist.,a local artist
214,"Trouton, says Grey when he catches my gaze.",trouton say grey when he catch my gaze
215,Theyre lovely.,they be lovely
216,"Raising the ordinary to extraordinary, I murmur, distracted both by him and the paintings.",raise the ordinary to extraordinary i murmur distract both by him and the painting
217,He cocks his head to one side and regards me intently.,he cock his head to one side and regard me intently
218,"I couldnt agree more, Miss Steele, he replies, his voice soft and for some inexplicable reason I find myself blushing.",i can not agree much miss steele he reply his voice soft and for some inexplicable reason i find myself blush
219,"Apart from the paintings, the rest of the office is cold, clean, and clinical.",apart from the painting the rest of the office be cold clean and clinical
220,I wonder if it reflects the personality of the Adonis who sinks gracefully into one of the white leather chairs opposite me.,i wonder if it reflect the personality of the adonis who sink gracefully into one of the white leather chair opposite me
221,"I shake my head, disturbed at the direction of my thoughts, and retrieve Kates questions from my satchel.",i shake my head disturb at the direction of my thought and retrieve kates question from my satchel
222,"Next, I set up the mini-disc recorder and am all fingers and thumbs, dropping it twice on the coffee table in front of me.",next i set up the mini disc recorder and be all finger and thumb drop it twice on the coffee table in front of me
223,"Mr. Grey says nothing, waiting patiently  I hope  as I become increasingly embarrassed and flustered.",mr grey say nothing wait patiently i hope a i become increasingly embarrass and fluster
224,"When I pluck up the courage to look at him, hes watching me, one hand relaxed in his lap and the other cupping his chin and trailing his long index finger across his lips.",when i pluck up the courage to look at him he s watch me one hand relax in his lap and the other cup his chin and trail his long index finger across his lip
225,I think hes trying to suppress a smile.,i think he s try to suppress a smile
226,"Sorry, I stutter.",sorry i stutter
227,Im not used to this.,i be not use to this
228,"Take all the time you need, Miss Steele, he says.",take all the time you need miss steele he say
229,Do you mind if I record your answers?,do you mind if i record your answer
230,After youve taken so much trouble to set up the recorder  you ask me now?,after you have take so much trouble to set up the recorder you ask me now
231,I flush.,i flush
232,Hes teasing me?,he s tease me
233,I hope.,i hope
234,"I blink at him, unsure what to say, and I think he takes pity on me because he relents.",i blink at him unsure what to say and i think he take pity on me because he relent
235,"No, I dont mind.",no i do not mind
236,"Did Kate, I mean, Miss Kavanagh, explain what the interview was for?",do kate i mean miss kavanagh explain what the interview be for
237,Yes.,yes
238,To appear in the graduation issue of the student newspaper as I shall be conferring the degrees at this years graduation ceremony.,to appear in the graduation issue of the student newspaper a i shall be confer the degree at this year graduation ceremony
239,"This is news to me, and Im temporarily pre-occupied by the thought that someone not much older than me  okay, maybe six years or so, and okay, mega successful, but still  is going to present me with my degree.",this be news to me and i be temporarily pre occupy by the think that someone not much old than me okay maybe six year or so and okay mega successful but still be go to present me with my degree
240,"I frown, dragging my wayward attention back to the task at hand.",i frown drag my wayward attention back to the task at hand
241,"Good, I swallow nervously.",good i swallow nervously
242,"I have some questions, Mr. Grey.",i have some question mr grey
243,I smooth a stray lock of hair behind my ear.,i smooth a stray lock of hair behind my ear
244,"I thought you might, he says, deadpan.",i think you may he say deadpan
245,Hes laughing at me.,he s laugh at me
246,"My cheeks heat at the realization, and I sit up and square my shoulders in an attempt to look taller and more intimidating.",my cheek heat at the realization and i sit up and square my shoulder in a attempt to look tall and much intimidate
247,"Pressing the start button on the recorder, I try to look professional.",press the start button on the recorder i try to look professional
248,Youre very young to have amassed such an empire.,you be very young to have amass such a empire
249,To what do you owe your success?,to what do you owe your success
250,I glance up at him.,i glance up at him
251,"His smile is rueful, but he looks vaguely disappointed.",his smile be rueful but he look vague disappoint
252,"Business is all about people, Miss Steele, and Im very good at judging people.",business be all about people miss steele and i be very good at judge people
253,"I know how they tick, what makes them flourish, what doesnt, what inspires them, and how to incentivize them.",i know how they tick what make them flourish what doe not what inspire them and how to incentivize them
254,"I employ an exceptional team, and I reward them well.",i employ a exceptional team and i reward them good
255,He pauses and fixes me with his gray stare.,he pause and fix me with his gray stare
256,"My belief is to achieve success in any scheme one has to make oneself master of that scheme, know it inside and out, know every detail.",my belief be to achieve success in any scheme one have to make oneself master of that scheme know it inside and out know every detail
257,"I work hard, very hard to do that.",i work hard very hard to do that
258,I make decisions based on logic and facts.,i make decision base on logic and fact
259,I have a natural gut instinct that can spot and nurture a good solid idea and good people.,i have a natural gut instinct that can spot and nurture a good solid idea and good people
260,"The bottom line is, its always down to good people.",the bottom line be its always down to good people
261,Maybe youre just lucky.,maybe you be just lucky
262,This isnt on Kates list  but hes so arrogant.,this be not on kates list but he s so arrogant
263,His eyes flare momentarily in surprise.,his eye flare momentarily in surprise
264,"I dont subscribe to luck or chance, Miss Steele.",i do not subscribe to luck or chance miss steele
265,The harder I work the more luck I seem to have.,the hard i work the much luck i seem to have
266,It really is all about having the right people on your team and directing their energies accordingly.,it really be all about have the right people on your team and direct their energy accordingly
267,I think it was Harvey Firestone who said the growth and develop-ment of people is the highest calling of leadership.,i think it be harvey firestone who say the growth and develop ment of people be the high call of leadership
268,You sound like a control freak.,you sound like a control freak
269,"The words are out of my mouth before I can stop them.Oh, I exercise control in all things, Miss Steele, he says without a trace of humor in his smile.",the word be out of my mouth before i can stop them oh i exercise control in all thing miss steele he say without a trace of humor in his smile
270,"I look at him, and he holds my gaze steadily, impassive.",i look at him and he hold my gaze steadily impassive
271,"My heartbeat quickens, and my face flushes again.",my heartbeat quicken and my face flush again
272,Why does he have such an unnerving effect on me?,why doe he have such a unnerve effect on me
273,His overwhelming good-looks maybe?,his overwhelm good look maybe
274,The way his eyes blaze at me?,the way his eye blaze at me
275,The way he strokes his index finger against his lower lip?,the way he stroke his index finger against his low lip
276,I wish hed stop doing that.,i wish he would stop do that
277,"Besides, immense power is acquired by assuring yourself in your secret reveries that you were born to control things, he continues, his voice soft.",besides immense power be acquire by assure yourself in your secret reverie that you be bear to control thing he continue his voice soft
278,Do you feel that you have immense power?,do you feel that you have immense power
279,Control Freak.,control freak
280,"I employ over forty thousand people, Miss Steele.",i employ over forty thousand people miss steele
281,"That gives me a certain sense of responsibility  power, if you will.",that give me a certain sense of responsibility power if you will
282,"If I were to decide I was no longer interested in the telecommunications business and sell up, twenty thousand people would struggle to make their mortgage payments after a month or so.",if i be to decide i be no long interest in the telecommunication business and sell up twenty thousand people would struggle to make their mortgage payment after a month or so
283,My mouth drops open.,my mouth drop open
284,I am staggered by his lack of humility.,i be stagger by his lack of humility
285,Dont you have a board to answer to?,do not you have a board to answer to
286,"I ask, disgusted.",i ask disgust
287,I own my company.,i own my company
288,I dont have to answer to a board.,i do not have to answer to a board
289,He raises an eyebrow at me.,he raise a eyebrow at me
290,I flush.,i flush
291,"Of course, I would know this if I had done some research.",of course i would know this if i have do some research
292,"But holy crap, hes so arrogant.",but holy crap he s so arrogant
293,I change tack.,i change tack
294,And do you have any interests outside your work?,and do you have any interest outside your work
295,"I have varied interests, Miss Steele.",i have vary interest miss steele
296,A ghost of a smile touches his lips.,a ghost of a smile touch his lip
297,Very varied.,very vary
298,"And for some reason, Im confounded and heated by his steady gaze.",and for some reason i be confound and heat by his steady gaze
299,His eyes are alight with some wicked thought.,his eye be alight with some wicked think
300,"But if you work so hard, what do you do to chill out?",but if you work so hard what do you do to chill out
301,Chill out?,chill out
302,"He smiles, revealing perfect white teeth.",he smile reveal perfect white tooth
303,I stop breathing.,i stop breathe
304,He really is beautiful.,he really be beautiful
305,No one should be this good-looking.,no one should be this good look
306,"Well, to chill out as you put it  I sail, I fly, I indulge in various physical pursuits.",good to chill out a you put it i sail i fly i indulge in various physical pursuit
307,He shifts in his chair.,he shift in his chair
308,"Im a very wealthy man, Miss Steele, and I have expensive and absorbing hobbies.",i be a very wealthy man miss steele and i have expensive and absorb hobby
309,"I glance quickly at Kates questions, wanting to get off this subject.",i glance quickly at kates question want to get off this subject
310,You invest in manufacturing.,you invest in manufacture
311,"Why, specifically?",why specifically
312,I ask.,i ask
313,Why does he make me so uncomfortable?,why doe he make me so uncomfortable
314,I like to build things.,i like to build thing
315,"I like to know how things work: what makes things tick, how to construct and deconstruct.",i like to know how thing work what make thing tick how to construct and deconstruct
316,And I have a love of ships.,and i have a love of ship
317,What can I say?,what can i say
318,That sounds like your heart talking rather than logic and facts.,that sound like your heart talk rather than logic and fact
319,"His mouth quirks up, and he stares appraisingly at me.",his mouth quirk up and he stare appraisingly at me
320,Possibly.,possibly
321,Though there are people whod say I dont have a heart.,though there be people who would say i do not have a heart
322,Why would they say that?,why would they say that
323,Because they know me well.,because they know me good
324,His lip curls in a wry smile.,his lip curl in a wry smile
325,Would your friends say youre easy to get to know?,would your friend say you be easy to get to know
326,And I regret the question as soon as I say it.,and i regret the question a soon a i say it
327,Its not on Kates list.,its not on kates list
328,"Im a very private person, Miss Steele.",i be a very private person miss steele
329,I go a long way to protect my privacy.,i go a long way to protect my privacy
330,"I dont often give interviews, he trails off.",i do not often give interview he trail off
331,Why did you agree to do this one?,why do you agree to do this one
332,"Because Im a benefactor of the University, and for all intents and purposes, I couldnt get Miss Kavanagh off my back.",because i be a benefactor of the university and for all intent and purpose i can not get miss kavanagh off my back
333,"She badgered and badgered my PR people, and I admire that kind of tenacity.",she badger and badger my pr people and i admire that kind of tenacity
334,I know how tenacious Kate can be.,i know how tenacious kate can be
335,"Thats why Im sitting here squirming uncomfortably under his penetrating gaze, when I should be studying for my exams.",that be why i be sit here squirm uncomfortably under his penetrate gaze when i should be study for my exam
336,You also invest in farming technologies.,you also invest in farm technology
337,Why are you interested in this area?,why be you interest in this area
338,"We cant eat money, Miss Steele, and there are too many people on this planet who dont have enough to eat.",we can not eat money miss steele and there be too many people on this planet who do not have enough to eat
339,That sounds very philanthropic.,that sound very philanthropic
340,Is it something you feel passionately about?,be it something you feel passionately about
341,Feeding the worlds poor?,feed the world poor
342,"He shrugs, very non-committal.",he shrug very non committal
