,text_raw,text_clean
39,"All Frank had to do was creep up to the big house while we was all sleeping...""",all frank have to do be creep up to the big house while we be all sleep
40,The villagers exchanged dark looks.,the villager exchange dark look
41,"""I always thought that he had a nasty look about him, right enough,"" grunted a man at the bar.",i always think that he have a nasty look about him right enough grunt a man at the bar
42,"""War turned him funny, if you ask me,"" said the landlord.",war turn him funny if you ask me say the landlord
43,"""Told you I wouldn't like to get on the wrong side of Frank, didn't I, Dot?""",tell you i would not like to get on the wrong side of frank do not i dot
44,said an excited woman in the corner.,say a excite woman in the corner
45,"""Horrible temper,"" said Dot, nodding fervently.",horrible temper say dot nod fervently
46,"""I remember, when he was a kid...""",i remember when he be a kid
47,"By the following morning, hardly anyone in Little Hangleton doubted that Frank Bryce had killed the Riddles.",by the follow morning hardly anyone in little hangleton doubt that frank bryce have kill the riddle
48,"But over in the neighboring town of Great Hangleton, in the dark and dingy police station, Frank was stubbornly repeating, again and again, that he was innocent, and that the only person he had seen near the house on the day of the Riddles' deaths had been a teenage boy, a stranger, darkhaired and pale.",but over in the neighbor town of great hangleton in the dark and dingy police station frank be stubbornly repeat again and again that he be innocent and that the only person he have see near the house on the day of the riddle death have be a teenage boy a strange darkhaired and pale
49,"Nobody else in the village had seen any such boy, and the police were quite sure Frank had invented him.",nobody else in the village have see any such boy and the police be quite sure frank have invent him
50,"Then, just when things were looking very serious for Frank, the report on the Riddles' bodies came back and changed everything.",then just when thing be look very serious for frank the report on the riddle body come back and change everything
51,The police had never read an odder report.,the police have never read a odd report
52,"A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all.",a team of doctor have examine the body and have conclude that none of the riddle have be poison stab shoot strangle suffocate or a far a they can tell harm at all
53,"In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health  apart from the fact that they were all dead.",in fact the report continue in a tone of unmistakable bewilderment the riddle all appear to be in perfet health apart from the fact that they be all dead
54,"The doctors did note (as though determined to find something wrong with the bodies) that each of the Riddles had a look of terror upon his or her face  but as the frustrated police said, whoever heard of three people being frightened to death!",the doctor do note a though determine to find something wrong with the body that each of the riddle have a look of terror upon his or her face but a the frustrate police say whoever hear of three people be frighten to death
55,"As there was no proof that the Riddles had been murdered at all, the police were",a there be no proof that the riddle have be murder at all the police be
56,forced to let Frank go.,force to let frank go
57,"The Riddles were buried in the Little Hangleton churchyard, and their graves remained objects of curiosity for a while.",the riddle be bury in the little hangleton churchyard and their grave remain object of curiosity for a while
58,"To everyone's surprise, and amid a cloud of suspicion, Frank Bryce returned to his cottage on the grounds of the Riddle House.",to everyone be surprise and amid a cloud of suspicion frank bryce return to his cottage on the ground of the riddle house
59,"""'S far as I'm concerned, he killed them, and I don't care what the police say,"" said Dot in the Hanged Man.",s far a i be concern he kill them and i do not care what the police say say dot in the hang man
60,"""And if he had any decency, he'd leave here, knowing as how we knows he did it.""",and if he have any decency he would leave here know a how we know he do it
61,But Frank did not leave.,but frank do not leave
62,"He stayed to tend the garden for the next family who lived in the Riddle House, and then the next  for neither family stayed long.",he stay to tend the garden for the next family who live in the riddle house and then the next for neither family stay long
63,"Perhaps it was partly because of Frank that the new owners said there was a nasty feeling about the place, which, in the absence of inhabitants, started to fall into disrepair.",perhaps it be partly because of frank that the new owner say there be a nasty feel about the place which in the absence of inhabitant start to fall into disrepair
64,"The wealthy man who owned the Riddle House these days neither lived there nor put it to any use; they said in the village that he kept it for ""tax reasons,"" though nobody was very clear what these might be.",the wealthy man who own the riddle house this day neither live there nor put it to any use they say in the village that he keep it for tax reason though nobody be very clear what this may be
65,"The wealthy owner continued to pay Frank to do the gardening, however.",the wealthy owner continue to pay frank to do the garden however
66,"Frank was nearing his seventyseventh birthday now, very deaf, his bad leg stiffer than ever, but could be seen pottering around the flower beds in fine weather, even though the weeds were starting to creep up on him, try as he might to suppress them.",frank be near his seventyseventh birthday now very deaf his bad leg stiff than ever but can be see potter around the flower bed in fine weather even though the weed be start to creep up on him try a he may to suppress them
67,Weeds were not the only things Frank had to contend with either.,weed be not the only thing frank have to contend with either
68,Boys from the village made a habit of throwing stones through the windows of the Riddle House.,boy from the village make a habit of throw stone through the window of the riddle house
69,They rode their bicycles over the lawns Frank worked so hard to keep smooth.,they ride their bicycle over the lawn frank work so hard to keep smooth
70,"Once or twice, they broke into the old house for a dare.",once or twice they break into the old house for a dare
71,"They knew that old Frank's devotion to the house and the grounds amounted almost to an obsession, and it amused them to see him limping across the garden, brandishing his stick and yelling croakily at them.",they know that old frank s devotion to the house and the ground amount almost to a obsession and it amuse them to see him limp across the garden brandish his stick and yell croakily at them
72,"Frank, for his part, believed the boys tormented him because they, like their parents and grandparents, though him a murderer.",frank for his part believe the boy torment him because they like their parent and grandparent though him a murderer
73,"So when Frank awoke one night in August and saw something very odd up at the old house, he merely assumed that the boys had gone one step further in their attempts to punish him.",so when frank awake one night in august and see something very odd up at the old house he merely assume that the boy have go one step far in their attempt to punish him
74,It was Frank's bad leg that woke him; it was paining him worse than ever in his old age.,it be frank s bad leg that wake him it be pain him wrong than ever in his old age
75,He got up and limped downstairs into the kitchen with the idea of refilling his hotwater bottle to ease the stiffness in his knee.,he get up and limp downstairs into the kitchen with the idea of refill his hotwater bottle to ease the stiffness in his knee
76,"Standing at the sink, filling the kettle, he looked up at the Riddle House and saw lights glimmering in its upper windows.",stand at the sink fill the kettle he look up at the riddle house and see light glimmer in its upper window
77,Frank knew at once what was going on.,frank know at once what be go on
78,"The boys had broken into the house again, and judging by the flickering quality of the light, they had started a fire.",the boy have break into the house again and judge by the flicker quality of the light they have start a fire
79,"Frank had no telephone, in any case, he had deeply mistrusted the police ever since they had taken him in for questioning about the Riddles' deaths.",frank have no telephone in any case he have deeply mistrust the police ever since they have take him in for question about the riddle death
80,"He put down the kettle at once, hurried back upstairs as fast as his bad leg would allow, and was soon back in his kitchen, fully dressed and removing a rusty old key from its hook by the door.",he put down the kettle at once hurry back upstairs a fast a his bad leg would allow and be soon back in his kitchen fully dress and remove a rusty old key from its hook by the door
81,"He picked up his walking stick, which was propped against the wall,",he pick up his walk stick which be prop against the wall
82,and set off into the night.,and set off into the night
83,"The front door of the Riddle House bore no sign of being forced, nor did any of the windows.",the front door of the riddle house bear no sign of be force nor do any of the window
84,"Frank limped around to the back of the house until he reached a door almost completely hidden by ivy, took out the old key, put it into the lock, and opened the door noiselessly.",frank limp around to the back of the house until he reach a door almost completely hide by ivy take out the old key put it into the lock and open the door noiselessly
85,He let himself into the cavernous kitchen.,he let himself into the cavernous kitchen
86,"Frank had not entered it for many years; nevertheless, although it was very dark, he remembered where the door into the hall was, and he groped his way towards it, his nostrils full of the smell of decay, ears pricked for any sound of footsteps or voices from overhead.",frank have not enter it for many year nevertheless although it be very dark he remember where the door into the hall be and he grope his way towards it his nostril full of the smell of decay ear prick for any sound of footstep or voice from overhead
87,"He reached the hall, which was a little lighter owing to the large mullioned windows on either side of the front door, and started to climb the stairs, blessing the dust that lay thick upon the stone, because it muffled the sound of his feet and stick.",he reach the hall which be a little light owe to the large mullioned window on either side of the front door and start to climb the stair bless the dust that lie thick upon the stone because it muffle the sound of his foot and stick
88,"On the landing, Frank turned right, and saw at once where the intruders were: At the every end of the passage a door stood ajar, and a flickering light shone through the gap, casting a long sliver of gold across the black floor.",on the land frank turn right and see at once where the intruder be at the every end of the passage a door stand ajar and a flicker light shine through the gap cast a long sliver of gold across the black floor
89,"Frank edged closer and closer, he was able to see a narrow slice of the room beyond.",frank edge close and close he be able to see a narrow slice of the room beyond
90,"The fire, he now saw, had been lit in the grate.",the fire he now see have be light in the grate
91,This surprised him.,this surprise him
92,"Then he stopped moving and listened intently, for a man's voice spoke within the room; it sounded timid and fearful.",then he stop move and listen intently for a man s voice speak within the room it sound timid and fearful
93,"""There is a little more in the bottle, My Lord, if you are still hungry.""",there be a little much in the bottle my lord if you be still hungry
94,"""Later,"" said a second voice.",late say a 2 voice
95,"This too belonged to a man  but it was strangely highpitched, and cold as a sudden blast of icy wind.",this too belong to a man but it be strangely highpitched and cold a a sudden blast of icy wind
96,Something about that voice made the sparse hairs on the back of Frank's neck stand up.,something about that voice make the sparse hair on the back of frank s neck stand up
97,"""Move me closer to the fire, Wormtail.""",move me close to the fire wormtail
98,"Frank turned his right ear toward the door, the better to hear.",frank turn his right ear toward the door the well to hear
99,"There came the clink of a bottle being put down upon some hard surface, and then the dull scraping noise of a heavy chair being dragged across the floor.",there come the clink of a bottle be put down upon some hard surface and then the dull scrape noise of a heavy chair be drag across the floor
100,"Frank caught a glimpse of a small man, his back to the door, pushing the chair into place.",frank catch a glimpse of a small man his back to the door push the chair into place
101,"He was wearing a long black cloak, and there was a bald patch at the back of his head.",he be wear a long black cloak and there be a bald patch at the back of his head
102,Then he went out of sight again.,then he go out of sight again
103,"""Where is Nagini?""",where be nagini
104,said the cold voice.,say the cold voice
105,"""I  I don't know, My Lord,"" said the first voice nervously.",i i do not know my lord say the ﻿1 voice nervously
106,"""She set out to explore the house, I think...""",she set out to explore the house i think
107,"""You will milk her before we retire, Wormtail,"" said the second voice.",you will milk her before we retire wormtail say the 2 voice
108,"""I will need feeding in the night.",i will need feed in the night
109,"The journey has tired me greatly.""",the journey have tire me greatly
110,"Brow furrowed, Frank inclined his good ear still closer to the door, listening very hard.",brow furrow frank incline his good ear still close to the door listen very hard
111,"There was a pause, and then the man called Wormtail spoke again.",there be a pause and then the man call wormtail speak again
112,"""My Lord, may I ask how long we are going to stay here?""",my lord may i ask how long we be go to stay here
113,"""A week,"" said the cold voice.",a week say the cold voice
114,"""Perhapse longer.",perhapse long
115,"The place is moderately comfortable, and the plan cannot proceed yet.",the place be moderately comfortable and the plan can not proceed yet
116,"It would be foolish to act before the Quidditch World Cup is over.""",it would be foolish to act before the quidditch world cup be over
117,Frank inserted a gnarled finger into his ear and rotated it.,frank insert a gnarl finger into his ear and rotate it
118,"Owing, no doubt, to a buildup of earwax, he had heard the word ""Quidditch,"" which was not a word at all.",owe no doubt to a buildup of earwax he have hear the word quidditch which be not a word at all
119,"""The  the Quidditch World Cup, My Lord?""",the the quidditch world cup my lord
120,said Wormtail.,say wormtail
121,(Frank dug his finger still more vigorously into his ear.),frank dig his finger still much vigorously into his ear
122,"""Forgive me, but  I do not understand  why should we wait until the World Cup is over?""",forgive me but i do not understand why should we wait until the world cup be over
123,"""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and doublechecking identities.",because fool at this very moment wizard be pour into the country from all over the world and every meddler from the ministry of magic will be on duty on the watch for sign of ususual activity check and doublechecking identity
124,"They will be obsessed with security, lest the Muggles notice anything.",they will be obsess with security lest the muggles notice anything
125,So we wait.,so we wait
126,Frank stopped trying to clear out his ear.,frank stop try to clear out his ear
127,"He had distinctly heard the words ""Ministry of Magic,"" ""wizards,"" and ""Muggles.""",he have distinctly hear the word ministry of magic wizard and muggles
128,"Plainly, each of these expressions meant something secret, and Frank could think of only two sorts of people who would speak in code: spies and criminals.",plainly each of this expression mean something secret and frank can think of only two sort of people who would speak in code spy and criminal
129,"Frank tightened his hold on his walking stick once more, and listened more closely still.",frank tighten his hold on his walk stick once much and listen much closely still
130,"""Your Lordship is still determined, then?""",your lordship be still determine then
131,Wormtail said quietly.,wormtail say quietly
132,"""Certainly I am determined, Wormtail.""",certainly i be determine wormtail
133,There was a note of menace in the cold voice now.,there be a note of menace in the cold voice now
134,"A slight pause followed  and the Wormtail spoke, the words tumbling from him in a rush, as though he was forcing himself to say this before he lost his nerve.",a slight pause follow and the wormtail speak the word tumble from him in a rush a though he be force himself to say this before he lose his nerve
135,"""It could be done without Harry Potter, My Lord.""",it can be do without harry potter my lord
136,"Another pause, more protracted, and then  ""Without Harry Potter?""",another pause much protracted and then without harry potter
137,breathed the second voice softly.,breathe the 2 voice softly
138,"""I see...""",i see
139,"""My Lord, I do not say this out of concern for the boy!""",my lord i do not say this out of concern for the boy
140,"said Wormtail, his voice rising squeakily.",say wormtail his voice rise squeakily
141,"""The boy is nothing to me, nothing at all!",the boy be nothing to me nothing at all
142,It is merely that if we were to use another witch or wizard  any wizard  the thing could be done so much more quickly!,it be merely that if we be to use another witch or wizard any wizard the thing can be do so much much quickly
143,"If you allowed me to leave you for a short while  you know that I can disguise myself most effectively  I could be back here in as little as two days with a suitable person """,if you allow me to leave you for a short while you know that i can disguise myself much effectively i can be back here in a little a two day with a suitable person
144,"""I could use another wizard,"" said the cold voice softly, ""that is true...""",i can use another wizard say the cold voice softly that be true
145,"""My Lord, it makes sense,"" said Wormtail, sounding thoroughly relieved now.",my lord it make sense say wormtail sound thoroughly relieve now
146,"""Laying hands on Harry Potter would be so difficult, he is so well protected """,lay hand on harry potter would be so difficult he be so good protect
147,"""And so you volunteer to go and fetch me a substitute?",and so you volunteer to go and fetch me a substitute
148,"I wonder...perhaps the task of nursing me has become wearisome for you, Wormtail?",i wonder perhaps the task of nurse me have become wearisome for you wormtail
149,"Could this suggestion of abandoning the plan be nothing more than an attempt to desert me?""",can this suggestion of abandon the plan be nothing much than a attempt to desert me
150,"""My Lord!",my lord
151,"I  I have no wish to leave you, none at all """,i i have no wish to leave you none at all
152,"""Do not lie to me!""",do not lie to me
153,hissed the second voice.,hiss the 2 voice
154,"""I can always tell, Wormtail!",i can always tell wormtail
155,You are regretting that you ever returned to me.,you be regret that you ever return to me
156,I revolt you.,i revolt you
157,"I see you flinch when you look at me, feel you shudder when you touch me...""",i see you flinch when you look at me feel you shudder when you touch me
158,"""No!",no
159,"My devotion to Your Lordship """,my devotion to your lordship
160,"""Your devotion is nothing more than cowardice.",your devotion be nothing much than cowardice
161,You would not be here if you had anywhere else to go.,you would not be here if you have anywhere else to go
162,"How am I to survive without you, when I need feeding every few hours?",how be i to survive without you when i need feed every few hour
163,"Who is to milk Nagini?""",who be to milk nagini
164,"""But you seem so much stronger, My Lord """,but you seem so much strong my lord
165,"""Liar,"" breathed the second voice.",liar breathe the 2 voice
166,"""I am no stronger, and a few days alone would be enough to rob me of the little health I have regained under your clumsy care.",i be no strong and a few day alone would be enough to rob me of the little health i have regain under your clumsy care
167,"Wormtail, who had been sputtering incoherently, fell silent at once.",wormtail who have be sputter incoherently fall silent at once
168,"For a few seconds, Frank could hear nothing but the fire crackling.",for a few second frank can hear nothing but the fire crackle
169,"The the second man spoke once more, in a whisper that was almost a hiss.",the the 2 man speak once much in a whisper that be almost a hiss
170,"""I have my reasons for using the boy, as I have already explained to you, and I will use no other.",i have my reason for use the boy a i have already explain to you and i will use no other
171,I have waited thirteen years.,i have wait thirteen year
172,A few more months will make no difference.,a few much month will make no difference
173,"As for the protection surrounding the boy, I believe my plan will be effective.",a for the protection surround the boy i believe my plan will be effective
174,"All that is needed is a little courage from you, Wormtail  courage you will find, unless you wish to feel the full extent of Lord Voldermort's wrath """,all that be need be a little courage from you wormtail courage you will find unless you wish to feel the full extent of lord voldermort s wrath
175,"""My Lord, I must speak!""",my lord i must speak
176,"said Wormtail, panic in his voice now.",say wormtail panic in his voice now
177,"""All through our journey I have gone over the plan in my head  My Lord, Bertha Jorkin's disappearance will not go unnoticed for long, and if we proceed, if I murder """,all through our journey i have go over the plan in my head my lord bertha jorkin s disappearance will not go unnoticed for long and if we proceed if i murder
178,"""If?""",if
179,whispered the second voice.,whisper the 2 voice
180,"""If?",if
181,"If you follow the plan, Wormtail, the Ministry need never know that anyone else has died.",if you follow the plan wormtail the ministry need never know that anyone else have die
182,"You will do it quietly and without fuss; I only wish that i could do it myself, but in my present condition...Come, Wormtail, one more death and our path to Harry Potter is clear.",you will do it quietly and without fuss i only wish that i can do it myself but in my present condition come wormtail one much death and our path to harry potter be clear
183,I am not asking you to do it alone.,i be not ask you to do it alone
184,"By that time, my faithful serant will have rejoined us """,by that time my faithful serant will have rejoin us
185,"""I am a faithful servant,"" said Wormtail, the merest trace of sullenness in his voice.",i be a faithful servant say wormtail the mere trace of sullenness in his voice
186,"""Wormtail, I need somebody with brains, somebody whose loyalty has never wavered, and you, unfortunately, fulfill neither requirement.""",wormtail i need somebody with brain somebody whose loyalty have never waver and you unfortunately fulfill neither requirement
187,"""I found you,"" said Wormtail, and there was definitely a sulky edge to his voice now.",i find you say wormtail and there be definitely a sulky edge to his voice now
188,"""I was the one who found you.",i be the one who find you
189,"I brought you Bertha Jorkins.""",i bring you bertha jorkins
190,"""That is true,"" said the second man, sounding amused.",that be true say the 2 man sound amuse
191,"""A stroke of brilliance I would not have thought possible from you, Wormtail  though, if truth be told, you were not aware how useful she would be when you caught her, were you?""",a stroke of brilliance i would not have think possible from you wormtail though if truth be tell you be not aware how useful she would be when you catch her be you
192,"""I  I thought she might be useful, My Lord """,i i think she may be useful my lord
193,"""Liar,"" said the second voice again, the cruel amusement more pronounced than ever.",liar say the 2 voice again the cruel amusement much pronounce than ever
194,"""However, I do not deny that her information was invaluable.",however i do not deny that her information be invaluable
195,"Without it, I could never have formed our plan, and for that, you will have your reward, Wormtail.",without it i can never have form our plan and for that you will have your reward wormtail
196,"I will allow you to perform an essential task for me, one that many of my followers would give their right hands to perform...""",i will allow you to perform a essential task for me one that many of my follower would give their right hand to perform
197,"""Rreally, My Lord?",rreally my lord
198,"What  ?""",what
199,Wormtail sounded terrified again.,wormtail sound terrify again
200,"""Ah, Wormtail, you don't want me to spoil the surprise?",ah wormtail you do not want me to spoil the surprise
201,"Your part will come at the very end...but I promise you, you will have the honor of being just as useful as Bertha Jorkins.""",your part will come at the very end but i promise you you will have the honor of be just a useful a bertha jorkins
202,"""You...you...""",you you
203,"Wormtail's voice suddenly sounded hoarse, as though his mouth had gone very dry.",wormtail s voice suddenly sound hoarse a though his mouth have go very dry
204,"""You...are going...to kill me too?""",you be go to kill me too
205,"""Wormtail, Wormtail,"" said the cold voice silkily, ""why would I kill you?",wormtail wormtail say the cold voice silkily why would i kill you
206,I killed Bertha because I had to.,i kill bertha because i have to
207,"She was fit for nothing after my questioning, quite useless.",she be fit for nothing after my question quite useless
208,"In any case, awkward questions would have been asked if she had gone back to the Ministry with the news that she had met you on her holidays.",in any case awkward question would have be ask if she have go back to the ministry with the news that she have meet you on her holiday
209,"Wizards who are supposed to be dead would do well not to run into Ministry of Magic witches at wayside inns...""",wizard who be suppose to be dead would do good not to run into ministry of magic witch at wayside inn
210,"Wormtail muttered something so quietly that Frank could not hear it, but it made the second man laugh  an entirely mirthless laugh, cold as his speech.",wormtail mutter something so quietly that frank can not hear it but it make the 2 man laugh a entirely mirthless laugh cold a his speech
211,"""We could have modified her memory?",we can have modify her memory
212,"But Memory Charms can be broken by a powerful wizard, as I proved when I questioned her.",but memory charm can be break by a powerful wizard a i prove when i question her
213,"It would be an insult to her memory not to use the information I extracted from her, Wormtail.""",it would be a insult to her memory not to use the information i extract from her wormtail
214,"Out in the corridor, Frank suddenly became aware that the hand gripping his walking stick was slippery with sweat.",out in the corridor frank suddenly become aware that the hand grip his walk stick be slippery with sweat
215,The man with the cold voice had killed a woman.,the man with the cold voice have kill a woman
216,He was talking about it without any kind of remorse  with amusement.,he be talk about it without any kind of remorse with amusement
217,He was dangerous  a madman.,he be dangerous a madman
218,"And he was planning more murders  this boy, Harry Potter, whoever he was  was in danger  Frank knew what he must do.",and he be plan much murder this boy harry potter whoever he be be in danger frank know what he must do
219,"Now, if ever, was the time to go to the police.",now if ever be the time to go to the police
220,"He would creep out of the house and head straight for the telephone box in the village...but the cold voice was speaking again, and Frank remained where he was, frozen to the spot, listening with all his might.",he would creep out of the house and head straight for the telephone box in the village but the cold voice be speak again and frank remain where he be freeze to the spot listen with all his may
221,"""One more murder...my faithful servant at Hogwarts...Harry Potter is as good as mine, Wormtail.",one much murder my faithful servant at hogwarts harry potter be a good a mine wormtail
222,It is decided.,it be decide
223,There will be no more argument.,there will be no much argument
224,"But quiet...I think I hear Nagini...""",but quiet i think i hear nagini
225,And the second man's voice changed.,and the 2 man s voice change
226,He started making noises such as Frank had never heard before; he was hissing and spitting without drawing breath.,he start make noise such a frank have never hear before he be hiss and spit without draw breath
227,Frank thought he must be having some sort of fit or seizure.,frank think he must be have some sort of fit or seizure
228,And then Frank heard movement behind him in the dark passageway.,and then frank hear movement behind him in the dark passageway
229,"He turned to look, and found himself paralyzed with fright.",he turn to look and find himself paralyze with fright
230,"Something was slithering toward him along the dark corridor floor, and as it drew nearer to the sliver of firelight, he realized with a thrill of terror that it was a gigantic snake, at least twelve feet long.",something be slither toward him along the dark corridor floor and a it draw near to the sliver of firelight he realize with a thrill of terror that it be a gigantic snake at little twelve foot long
231,"Horrified, transfixed, Frank stared as its undulating body cut a wide, curving track through the thick dust on the floor, coming closer and closer  What was he to do?",horrify transfix frank stare a its undulate body cut a wide curve track through the thick dust on the floor come close and close what be he to do
232,"The only means of escape was into the room where the two men sat plotting murder, yet if he stayed where he was the snake would surely kill him  But before he had made his decision, the snake was level with him, and then, incredibly, miraculously, it was passing; it was following the spitting, hissing noises made by the cold voice beyond the door, and in seconds, the tip of its diamondpatterned tail had vanished through the gap.",the only mean of escape be into the room where the two man sit plot murder yet if he stay where he be the snake would surely kill him but before he have make his decision the snake be level with him and then incredibly miraculously it be pass it be follow the spit hiss noise make by the cold voice beyond the door and in second the tip of its diamondpatterned tail have vanish through the gap
233,"There was sweat on Frank's forehead now, and the hand on the walking stick was trembling.",there be sweat on frank s forehead now and the hand on the walk stick be tremble
234,"Inside the room, the cold voice was continuing to hiss, and Frank was visited by a strange idea, an impossible idea...This man could talk to snakes.",inside the room the cold voice be continue to hiss and frank be visit by a strange idea a impossible idea this man can talk to snake
235,Frank didn't understand what was going on.,frank do not understand what be go on
236,He wanted more than anything to be back in his bed with his hotwater bottle.,he want much than anything to be back in his bed with his hotwater bottle
237,The problem was that his legs didn't seem to want to move.,the problem be that his leg do not seem to want to move
238,"As he stood there shaking and trying to master himself, the cold voice switched abruptly to English again.",a he stand there shake and try to master himself the cold voice switch abruptly to english again
239,"""Nagini has interesting news, Wormtail,"" it said.",nagini have interest news wormtail it say
240,"""Inindeed, My Lord?""",inindeed my lord
241,said Wormtail.,say wormtail
242,"""Indeed, yes,"" said the voice, ""According to Nagini, there is an old Muggle standing right outside this room, listening to every word we say.""",indeed yes say the voice accord to nagini there be a old muggle stand right outside this room listen to every word we say
243,Frank didn't have a chance to hide himself.,frank do not have a chance to hide himself
244,There were footsteps and then the door of the room was flung wide open.,there be footstep and then the door of the room be fling wide open
245,"A short, balding man with graying hair, a pointed nose, and small, watery eyes stood before Frank, a mixture of fear and alarm in his face.",a short balding man with gray hair a point nose and small watery eye stand before frank a mixture of fear and alarm in his face
246,"""Invite him inside, Wormtail.",invite him inside wormtail
247,"Where are your manners?""",where be your manner
248,"The cold voice was coming from the ancient armchair before the fire, but Frank couldn't see the speaker.",the cold voice be come from the ancient armchair before the fire but frank can not see the speaker
249,"the snake, on the other hand, was curled up on the rotting hearth rug, like some horrible travesty of a pet dog.",the snake on the other hand be curl up on the rot hearth rug like some horrible travesty of a pet dog
250,Wormtail beckoned Frank into the room.,wormtail beckon frank into the room
251,"Though still deeply shaken, Frank took a firmer grip on his walking stick and limped over the threshold.",though still deeply shake frank take a firm grip on his walk stick and limp over the threshold
252,"The fire was the only source of light in the room; it cast long, spidery shadows upon the walls.",the fire be the only source of light in the room it cast long spidery shadow upon the wall
