,text_raw,text_clean
24,but i am agonizing about odysseus and his bad luck.,but i be agonize about odysseus and his bad luck
25,"for too long he has suffered, with no friends, sea all around him, sea on every side,",for too long he have suffer with no friend sea all around him sea on every side
26,"Out on an island where a goddess lives, daughter of fearful atlas, who holds up the pillars of the sea, and knows its depths those pillars keep the heaven and earth apart.",out on a island where a goddess live daughter of fearful atla who hold up the pillar of the sea and know its depth that pillar keep the heaven and earth apart
27,"his daughter holds that poor unhappy man, and tries beguiling him with gentle words to cease all thoughts of ithaca; but he longs to see even just the smoke that rises from his own homeland, and he wants to die.",his daughter hold that poor unhappy man and try beguile him with gentle word to cease all thought of ithaca but he long to see even just the smoke that rise from his own homeland and he want to die
28,"you do not even care, olympian!",you do not even care olympian
29,Remember how he sacrificed to you on the broad plain of troy beside his ships?,remember how he sacrifice to you on the broad plain of troy beside his ship
30,so why do you dismiss odysseus?,so why do you dismiss odysseus
31,daughter!,daughter
32,"the cloud god said, you must be joking, since how could i forget odysseus?",the cloud god say you must be joke since how can i forget odysseus
33,"he is more sensible than other humans, and makes more sacrifices to the gods.",he be much sensible than other human and make much sacrifice to the god
34,"but lord poseidon rages, unrelenting, because odysseus destroyed the eye of godlike polyphemus, his own son,",but lord poseidon rage unrelenting because odysseus destroy the eye of godlike polyphemus his own son
35,"The strongest of the cyclopeswhose mother, thosa, is a sea-nymph, child of phorcys, the sea king; and she lay beside poseidon inside a hollow cave.",the strong of the cyclopeswhose mother thosa be a sea nymph child of phorcys the sea king and she lie beside poseidon inside a hollow cave
36,so now poseidon prevents odysseus from reaching home but does not kill him.,so now poseidon prevent odysseus from reach home but doe not kill him
37,"come then, we must plan: how can he get back home?",come then we must plan how can he get back home
38,"poseidon must give up his anger, since he cannot fight alone against the will of all the gods.",poseidon must give up his anger since he can not fight alone against the will of all the god
39,"athenas eyes lit up and she replied,",athenas eye light up and she reply
40,"great father, if the blessed gods at last will let odysseus return back home, then hurry, we must send our messenger, hermes the giant-slayer.",great father if the bless god at last will let odysseus return back home then hurry we must send our messenger hermes the giant slayer
41,he must swoop down to ogygia right away and tell the beautiful calypso we have formed a firm decision that odysseus has waited long enough.,he must swoop down to ogygia right away and tell the beautiful calypso we have form a firm decision that odysseus have wait long enough
42,he must go home.,he must go home
43,"and i will go to ithaca to rouse the courage of his son, and make him call",and i will go to ithaca to rouse the courage of his son and make him call
44,"A meeting, and speak out against the suitors who kill his flocks of sheep and longhorn cattle unstoppably.",a meet and speak out against the suitor who kill his flock of sheep and longhorn cattle unstoppably
45,"then i will send him off to pylos and to sparta, to seek news about his fathers journey home, and gain a noble reputation for himself.",then i will send him off to pylos and to sparta to seek news about his father journey home and gain a noble reputation for himself
46,"with that, she tied her sandals on her feet, the marvelous golden sandals that she wears to travel sea and land, as fast as wind.",with that she tie her sandal on her foot the marvelous golden sandal that she wear to travel sea and land a fast a wind
47,she took the heavy bronze-tipped spear she uses,she take the heavy bronze tip spear she use
48,To tame the ranks of warriors with whom she is enraged.,to tame the rank of warrior with whom she be enrage
49,"then from the mountain down she sped to ithaca, and stopped outside odysseus court, bronze spear in hand.",then from the mountain down she speed to ithaca and stop outside odysseus court bronze spear in hand
50,"she looked like mentes now, the taphian leader, a guest-friend.",she look like mentes now the taphian leader a guest friend
51,there she found the lordly suitors sitting on hidesthey killed the cows themselves and playing checkers.,there she find the lordly suitor sit on hidesthey kill the cow themselves and play checker
52,"quick, attentive house slaves were waiting on them.",quick attentive house slave be wait on them
53,"some were mixing wine with water in the bowls, and others brought",some be mix wine with water in the bowl and other bring
54,"The tables out and wiped them off with sponges, and others carved up heaping plates of meat.",the table out and wipe them off with sponge and other carve up heap plate of meat
55,"telemachus was sitting with them, feeling dejected.",telemachus be sit with them feel deject
56,"in his mind he saw his father coming from somewhere, scattering the suitors, and gaining back his honor, and control of all his property.",in his mind he see his father come from somewhere scatter the suitor and gain back his honor and control of all his property
57,"with this in mind, he was the first to see athena there.",with this in mind he be the ﻿1 to see athena there
58,"he disapproved of leaving strangers stranded, so he went straight to meet her at the gate,",he disapprove of leave stranger strand so he go straight to meet her at the gate
59,"And shook her hand, and took her spear of bronze, and let his words fly out to her.",and shake her hand and take her spear of bronze and let his word fly out to her
60,"good evening, stranger, and welcome.",good even strange and welcome
61,"be our guest, come share our dinner, and then tell us what you need.",be our guest come share our dinner and then tell us what you need
62,"he led her in, and pallas followed him.",he lead her in and pallas follow him
63,"inside the high-roofed hall, he set her spear beside a pillar in a polished stand, in which odysseus kept stores of weapons.",inside the high roof hall he set her spear beside a pillar in a polish stand in which odysseus keep store of weapon
64,"and then he led her to a chair and spread a smooth embroidered cloth across the seat,",and then he lead her to a chair and spread a smooth embroider cloth across the seat
65,And pulled a footstool up to it.,and pull a footstool up to it
66,"he sat beside her on a chair of inlaid wood, a distance from the suitors, so their shouting would not upset the stranger during dinner; also to ask about his absent father.",he sit beside her on a chair of inlay wood a distance from the suitor so their shout would not upset the strange during dinner also to ask about his absent father
67,"a girl brought washing water in a jug of gold, and poured it on their hands and into a silver bowl, and set a table by them.",a girl bring wash water in a jug of gold and pour it on their hand and into a silver bowl and set a table by them
68,"a deferential slave brought bread and laid a wide array of food, a generous spread.",a deferential slave bring bread and lay a wide array of food a generous spread
69,"The carver set beside them plates of meat of every kind, and gave them golden cups.",the carver set beside them plate of meat of every kind and give them golden cup
70,the cup boy kept on topping up the wine.,the cup boy keep on top up the wine
71,"the suitors sauntered in and sat on chairs, observing proper order, and the slaves poured water on their hands.",the suitor saunter in and sit on chair observe proper order and the slave pour water on their hand
72,"the house girls brought baskets of bread and heaped it up beside them, and house boys filled their wine-bowls up with drink.",the house girl bring basket of bread and heap it up beside them and house boy fill their wine bowl up with drink
73,they reached to take the good things set before them.,they reach to take the good thing set before them
74,"once they were satisfied with food and drink,",once they be satisfy with food and drink
75,"The suitors turned their minds to other things singing and dancing, glories of the feast.",the suitor turn their mind to other thing singe and dance glory of the feast
76,"a slave brought out a well-tuned lyre and gave it to phemius, the man the suitors forced to sing for them.",a slave bring out a good tune lyre and give it to phemius the man the suitor force to sing for them
77,he struck the chords to start his lovely song.,he strike the chord to start his lovely song
78,"telemachus leaned in close to athena, so they would not hear, and said, dear guestexcuse my saying this these men are only interested in music a life of ease.",telemachus lean in close to athena so they would not hear and say dear guestexcuse my say this this man be only interest in music a life of ease
79,they make no contribution.,they make no contribution
80,"This food belongs to someone else, a man whose white bones may be lying in the rain or sunk beneath the waves.",this food belong to someone else a man whose white bone may be lie in the rain or sink beneath the wave
81,"if they saw him return to ithaca, they would all pray for faster feet, instead of wealth and gold and fancy clothes.",if they see him return to ithaca they would all pray for fast foot instead of wealth and gold and fancy clothe
82,"in fact, he must have died.",in fact he must have die
83,we have no hope.,we have no hope
84,he will not come back home.,he will not come back home
85,"if someone says so, we do not believe it.",if someone say so we do not believe it
86,"but come now, tell me this and tell the truth.",but come now tell me this and tell the truth
87,who are you?,who be you
88,"from what city, and what parents?",from what city and what parent
89,What kind of ship did you here arrive on?,what kind of ship do you here arrive on
90,"what sailors brought you here, and by what route?",what sailor bring you here and by what route
91,you surely did not travel here on foot!,you surely do not travel here on foot
92,here is the thing i really want to know: have you been here before?,here be the thing i really want to know have you be here before
93,are you a friend who visited my father?,be you a friend who visit my father
94,many men came to his house.,many man come to his house
95,he traveled many places.,he travel many place
96,athenas clear bright eyes met his.,athenas clear bright eye meet his
97,"she said, yes, i will tell you everything.",she say yes i will tell you everything
98,"i am mentes, the son of wise anchialus,",i be mentes the son of wise anchialus
99,"Lord of the taphians, who love the oar.",lord of the taphians who love the oar
100,"i traveled with my ship and my companions over the wine-dark sea to foreign lands, with iron that i hope to trade for copper in temese.",i travel with my ship and my companion over the wine dark sea to foreign land with iron that i hope to trade for copper in temese
101,"my ship is in the harbor far from the town, beneath the woody hill.",my ship be in the harbor far from the town beneath the woody hill
102,"and you and i are guest-friends through our fathers, from long agolaertes can confirm it.",and you and i be guest friend through our father from long agolaertes can confirm it
103,"i hear that fine old man no longer comes to town, but lives out in the countryside,",i hear that fine old man no long come to town but live out in the countryside
104,"Stricken by grief, with only one old slave, who gives him food and drink when he trails back leg-weary from his orchard, rich in vines.",strike by grief with only one old slave who give him food and drink when he trail back leg weary from his orchard rich in vine
105,i came because they told me that your father was herebut now it seems that gods have blocked his path back home.,i come because they tell me that your father be herebut now it seem that god have block his path back home
106,but i am sure that he is not yet dead.,but i be sure that he be not yet dead
107,"the wide sea keeps him trapped upon some island, captured by fierce men who will not let him go.",the wide sea keep him trap upon some island capture by fierce man who will not let him go
108,"now i will make a prophecy the gods have given me,",now i will make a prophecy the god have give me
109,"And i think it will all come true, although i am no prophet.",and i think it will all come true although i be no prophet
110,"he will not be gone much longer from his own dear native land, even if chains of iron hold him fast.",he will not be go much long from his own dear native land even if chain of iron hold him fast
111,he will devise a means of getting home.,he will devise a mean of get home
112,he is resourceful.,he be resourceful
113,tell me noware you odysseus son?,tell me noware you odysseus son
114,you are so tall!,you be so tall
115,your handsome face and eyes resemble his.,your handsome face and eye resemble his
116,"we often met and knew each other well, before he went to troy, where all the best",we often meet and know each other good before he go to troy where all the well
117,Leaders of argos sailed in hollow ships.,leader of argos sail in hollow ship
118,"from that time on, we have not seen each other.",from that time on we have not see each other
119,telemachus was careful as he answered.,telemachus be careful a he answer
120,"dear guest, i will be frank with you.",dear guest i will be frank with you
121,"my mother says that i am his son, but i cannot be sure, since no one knows his own begetting.",my mother say that i be his son but i can not be sure since no one know his own beget
122,"i wish i were the son of someone lucky, who could grow old at home with all his wealth.",i wish i be the son of someone lucky who can grow old at home with all his wealth
123,"instead, the most unlucky man alive is said to be my fathersince you ask.",instead the much unlucky man alive be say to be my fathersince you ask
124,Athena looked at him with sparkling eyes.,athena look at him with sparkle eye
125,"son of penelope, you and your sons will make a name in history, since you are so clever.",son of penelope you and your son will make a name in history since you be so clever
126,but now tell me this.,but now tell me this
127,who are these banqueters?,who be this banqueters
128,and what is the occasion?,and what be the occasion
129,"a drinking party, or a wedding feast?",a drink party or a wed feast
130,"they look so arrogant and self-indulgent, making themselves at home.",they look so arrogant and self indulgent make themselves at home
131,a wise observer would surely disapprove of how they act.,a wise observer would surely disapprove of how they act
132,"telemachus said moodily, my friend,",telemachus say moodily my friend
133,"Since you have raised the subject, there was once a time when this house here was doing well, our future bright, when he was still at home.",since you have raise the subject there be once a time when this house here be do good our future bright when he be still at home
134,"but now the gods have changed their plans and cursed us, and cast my father into utter darkness.",but now the god have change their plan and curse us and cast my father into utter darkness
135,"if he had died it would not be this bad if he had fallen with his friends at troy, or in his loved ones arms, when he had wound the threads of war to end.",if he have die it would not be this bad if he have fall with his friend at troy or in his love one arm when he have wind the thread of war to end
136,the greeks would then have built a tomb for him; he would have won,the greeks would then have build a tomb for him he would have win
137,Fame for his son.,fame for his son
138,"but now, the winds have seized him, and he is nameless and unknown.",but now the wind have seize him and he be nameless and unknown
139,he left nothing but tears for me.,he leave nothing but tear for me
140,i do not weep only for him.,i do not weep only for him
141,the gods have given me so many other troubles.,the god have give me so many other trouble
142,"all the chiefs of same, zacynthus, dulichium, and local lords, from rocky ithaca, are courting mother, wasting our whole house.",all the chief of same zacynthus dulichium and local lord from rocky ithaca be court mother waste our whole house
143,"she does not turn these awful suitors down, nor can she end the courting.",she doe not turn this awful suitor down nor can she end the court
144,"they keep eating,",they keep eat
145,"Spoiling my houseand soon, they will kill me!",spoil my houseand soon they will kill me
146,"athena said in outrage, this is monstrous!",athena say in outrage this be monstrous
147,you need odysseus to come back home and lay his hands on all those shameless suitors!,you need odysseus to come back home and lie his hand on all that shameless suitor
148,"if only he would come here now and stand right at the gates, with two spears in his hands, in shield and helmet, as when i first saw him!",if only he would come here now and stand right at the gate with two spear in his hand in shield and helmet a when i ﻿1 see him
149,"odysseus was visiting our house, drinking and having fun on his way back from sailing in swift ships to ephyra",odysseus be visit our house drink and have fun on his way back from sail in swift ship to ephyra
150,To visit ilus.,to visit ilus
151,he had gone there looking for deadly poison to anoint his arrows.,he have go there look for deadly poison to anoint his arrow
152,"ilus refused, because he feared the gods.",ilus refuse because he fear the god
153,"my father gave odysseus the poison, loving him blindly.",my father give odysseus the poison love him blindly
154,may odysseus come meet the suitors with that urge to kill!,may odysseus come meet the suitor with that urge to kill
155,a bitter courtship and short life for them!,a bitter courtship and short life for them
156,"but whether he comes home to take revenge, or not, is with the gods.",but whether he come home to take revenge or not be with the god
157,you must consider how best to drive these suitors from your house.,you must consider how well to drive this suitor from your house
158,"Come, listen carefully to what i say.",come listen carefully to what i say
159,"tomorrow call the achaean chiefs to meeting, and tell the suitorslet the gods be witness all of you, go away!",tomorrow call the achaean chief to meet and tell the suitorslet the god be witness all of you go away
160,to your own homes!,to your own home
161,"as for your mother, if she wants to marry, let her return to her great fathers home.",a for your mother if she want to marry let her return to her great father home
162,they will make her a wedding and prepare abundant gifts to show her fathers love.,they will make her a wed and prepare abundant gift to show her father love
163,now here is some advice from me for you.,now here be some advice from me for you
164,"fit out a ship with twenty oars, the best,",fit out a ship with twenty oar the well
165,And go find out about your long-lost father.,and go find out about your long lose father
166,"someone may tell you news, or you may hear a voice from zeus, best source of information.",someone may tell you news or you may hear a voice from zeus well source of information
167,"first go to pylos, question godlike nestor; from there, to sparta; visit menelaus.",﻿1 go to pylos question godlike nestor from there to sparta visit menelaus
168,he came home last of all the achaean heroes.,he come home last of all the achaean hero
169,"if you should hear that he is still alive and coming home, put up with this abuse for one more year.",if you should hear that he be still alive and come home put up with this abuse for one much year
170,"but if you hear that he is dead, go home, and build a tomb for him,",but if you hear that he be dead go home and build a tomb for him
171,"And hold a lavish funeral to show the honor he deserves, and give your mother in marriage to a man.",and hold a lavish funeral to show the honor he deserve and give your mother in marriage to a man
172,"when this is done, consider deeply how you might be able to kill the suitors in your hallsby tricks or openly.",when this be do consider deeply how you may be able to kill the suitor in your hallsby trick or openly
173,you must not stick to childhood; you are no longer just a little boy.,you must not stick to childhood you be no long just a little boy
174,you surely heard how everybody praised orestes when he killed the man who killed his famous fatherdevious aegisthus?,you surely hear how everybody praise orestes when he kill the man who kill his famous fatherdevious aegisthus
175,"Dear boy, i see how big and tall you are.",dear boy i see how big and tall you be
176,"be brave, and win yourself a lasting name.",be brave and win yourself a last name
177,"but i must go now, on my speedy ship; my friends are getting tired of waiting for me.",but i must go now on my speedy ship my friend be get tire of wait for me
178,remember what i said and heed my words.,remember what i say and heed my word
179,"telemachus was brooding on her words, and said, dear guest, you were so kind to give me this fatherly advice.",telemachus be brood on her word and say dear guest you be so kind to give me this fatherly advice
180,i will remember.,i will remember
181,"i know that you are eager to be off, but please enjoy a bath before you go,",i know that you be eager to be off but please enjoy a bath before you go
182,And take a gift with you.,and take a gift with you
183,"i want to give you a precious, pretty treasure as a keepsake to mark our special friendship.",i want to give you a precious pretty treasure a a keepsake to mark our special friendship
184,"but the goddess athena met his gaze and said, do not hold me back now.",but the goddess athena meet his gaze and say do not hold me back now
185,i must be on my way.,i must be on my way
186,"as for the gift you feel inspired to give me, save it for when i come on my way home and let me give you presents then as well in fair exchange.",a for the gift you feel inspire to give me save it for when i come on my way home and let me give you present then a good in fair exchange
187,"with that, the owl-eyed goddess flew away like a bird, up through the smoke.",with that the owl eye goddess fly away like a bird up through the smoke
188,"She left him feeling braver, more determined, and with his father even more in mind.",she leave him feel brave much determine and with his father even much in mind
189,"watching her go, he was amazed and saw she was a god.",watch her go he be amaze and see she be a god
190,"then godlike, he went off to meet the suitors.",then godlike he go off to meet the suitor
191,"they were sitting calmly, listening to the poet, who sang how athena cursed the journey of the greeks as they were sailing home from troy.",they be sit calmly listen to the poet who sing how athena curse the journey of the greeks a they be sail home from troy
192,"upstairs, penelope had heard the marvelous song.",upstairs penelope have hear the marvelous song
193,"she clambered down the steep steps of her house,",she clamber down the steep step of her house
194,Not by herselftwo slave girls came with her.,not by herselftwo slave girl come with her
195,"she reached the suitors looking like a goddess, then stopped and stood beside a sturdy pillar, holding a gauzy veil before her face.",she reach the suitor look like a goddess then stop and stand beside a sturdy pillar hold a gauzy veil before her face
196,"her slave girls stood, one on each side of her.",her slave girl stand one on each side of her
197,"in tears, she told the holy singer, stop, please phemius!",in tear she tell the holy singer stop please phemius
198,"you know so many songs, enchanting tales of things that gods and men have done, the deeds that singers publicize.",you know so many song enchant tale of thing that god and man have do the deed that singer publicize
199,"sing something else, and let them drink in peace.",sing something else and let them drink in peace
200,"Stop this upsetting song that always breaks my heart, so i can hardly bear my grief.",stop this upset song that always break my heart so i can hardly bear my grief
201,"i miss him all the timethat man, my husband, whose story is so famous throughout greece.",i miss him all the timethat man my husband whose story be so famous throughout greece
202,"sullen telemachus said, mother, no, you must not criticize the loyal bard for singing as it pleases him to sing.",sullen telemachus say mother no you must not criticize the loyal bard for singe a it please him to sing
203,poets are not to blame for how things are; zeus is; he gives to each as is his will.,poet be not to blame for how thing be zeus be he give to each a be his will
204,do not blame phemius because he told,do not blame phemius because he tell
205,About the greek disasters.,about the greek disaster
206,you must know the newest song is always praised the most.,you must know the new song be always praise the much
207,so steel your heart and listen to the song.,so steel your heart and listen to the song
208,odysseus was not the only one who did not come back home again from troy.,odysseus be not the only one who do not come back home again from troy
209,many were lost.,many be lose
210,go in and do your work.,go in and do your work
211,stick to the loom and distaff.,stick to the loom and distaff
212,tell your slaves to do their chores as well.,tell your slave to do their chore a good
213,"it is for men to talk, especially me.",it be for man to talk especially me
214,i am the master.,i be the master
215,that startled her.,that startle her
216,"she went back to her room,",she go back to her room
217,And took her sons uneasy words to heart.,and take her son uneasy word to heart
218,"she went upstairs, along with both her slaves, and wept there for her dear odysseus, until athena gave her eyes sweet sleep.",she go upstairs along with both her slave and weep there for her dear odysseus until athena give her eye sweet sleep
219,"throughout the shadowy hall the suitors clamored, praying to lie beside her in her bed.",throughout the shadowy hall the suitor clamor pray to lie beside her in her bed
220,"telemachus inhaled, then started speaking.",telemachus inhale then start speak
221,"you suitors, you are taking this too far.",you suitor you be take this too far
222,let us enjoy the feast in peace.,let us enjoy the feast in peace
223,"it is a lovely thing to listen to a bard,",it be a lovely thing to listen to a bard
224,Especially one with such a godlike voice.,especially one with such a godlike voice
225,"at dawn, let us assemble in the square.",at dawn let us assemble in the square
226,i have to tell you thisit is an order.,i have to tell you thisit be a order
227,you have to leave my halls.,you have to leave my hall
228,go dine elsewhere!,go dine elsewhere
229,"eat your own food, or share between your houses.",eat your own food or share between your house
230,"or if you think it easier and better to ruin one mans wealth, and if you think that you can get away with itgo on!",or if you think it easy and well to ruin one man wealth and if you think that you can get away with itgo on
231,i call upon the gods; zeus will grant vengeance.,i call upon the god zeus will grant vengeance
232,"you will be punished and destroyed, right here!",you will be punish and destroy right here
233,"He spoke, and they began to bite their lips, shocked that telemachus would dare to speak so boldly.",he speak and they begin to bite their lip shock that telemachus would dare to speak so boldly
234,"but antinous replied, telemachus, the gods themselves have taught you such pride, to talk so big and brash in public!",but antinous reply telemachus the god themselves have teach you such pride to talk so big and brash in public
235,"may zeus the son of cronus never grant you your true inheritance, which is the throne of ithaca.",may zeus the son of cronus never grant you your true inheritance which be the throne of ithaca
236,"his mind alert and focused, telemachus replied, antinous, you will not like this, but i have to say,",his mind alert and focus telemachus reply antinous you will not like this but i have to say
237,I hope zeus does give me the throne.,i hope zeus doe give me the throne
238,do you deny it is an honorable thing to be a king?,do you deny it be a honorable thing to be a king
239,"it brings the household wealth, and honor to the man.",it bring the household wealth and honor to the man
240,"but there are many other great chiefs in sea-girt ithaca, both old and young.",but there be many other great chief in sea gird ithaca both old and young
241,i know that.,i know that
242,"one of them may seize the throne, now that odysseus has died.",one of them may seize the throne now that odysseus have die
243,but i shall be at least the lord of my own house and of the slaves that he seized for my benefit.,but i shall be at little the lord of my own house and of the slave that he seize for my benefit
244,eurymachus,eurymachus
245,"Replied, telemachus, the gods must choose which of us will be king of ithaca.",reply telemachus the god must choose which of us will be king of ithaca
246,"but still, i hope you keep your own possessions, and rule your house.",but still i hope you keep your own possession and rule your house
247,"may no man drive you out, and seize your wealth, while ithaca survives.",may no man drive you out and seize your wealth while ithaca survive
248,"now, friend, i want to ask about the stranger.",now friend i want to ask about the strange
249,"where was he from, what country?",where be he from what country
250,did he say?,do he say
251,"where is his place of birth, his native soil?",where be his place of birth his native soil
252,does he bring news your father will come home?,doe he bring news your father will come home
253,or did he come here for some other purpose?,or do he come here for some other purpose
254,"How suddenly he darted off, not waiting for us to meet him.",how suddenly he dart off not wait for us to meet him
255,yet he looked important.,yet he look important
256,"the boy said soberly, eurymachus, my father is not ever coming home.",the boy say soberly eurymachus my father be not ever come home
257,"i do not listen now to any gossip, or forecasts from the psychics whom my mother invites to visit us.",i do not listen now to any gossip or forecast from the psychic whom my mother invite to visit us
258,"the stranger was my fathers guest-friend mentes, son of wise anchialus, who rules the taphians, the people of the oar.",the strange be my father guest friend mentes son of wise anchialus who rule the taphians the people of the oar
259,"those were his words,",that be his word
260,But in his mind he knew she was a god.,but in his mind he know she be a god
261,"they danced to music and enjoyed themselves till evening, then they went back home to sleep.",they dance to music and enjoy themselves till even then they go back home to sleep
262,"telemachus bedroom had been built above the courtyard, so it had a view.",telemachus bedroom have be build above the courtyard so it have a view
263,"he went upstairs, preoccupied by thought.",he go upstairs preoccupy by think
264,"a loyal slave went with him, eurycleia, daughter of ops; she brought the burning torches.",a loyal slave go with him eurycleia daughter of op she bring the burn torch
265,"laertes bought her many years before when she was very young, for twenty oxen.",laertes buy her many year before when she be very young for twenty ox
266,"He gave her status in the household, equal to his own wife, but never slept with her, avoiding bitter feelings in his marriage.",he give her status in the household equal to his own wife but never sleep with her avoid bitter feeling in his marriage
267,"she brought the torches now; she was the slave who loved him most, since she had cared for him when he was tiny.",she bring the torch now she be the slave who love him much since she have care for him when he be tiny
268,"entering the room, he sat down on the bed, took off his tunic, and gave it to the vigilant old woman.",enter the room he sit down on the bed take off his tunic and give it to the vigilant old woman
269,"she smoothed it out and folded it, then hung it up on a hook beside his wooden bed,",she smooth it out and fold it then hang it up on a hook beside his wooden bed
270,And left the room.,and leave the room
271,she used the silver latch to close the door; the strap pulled tight the bolt.,she use the silver latch to close the door the strap pull tight the bolt
272,"he slept the night there, wrapped in woolen blankets, planning the journey told him by athena.",he sleep the night there wrap in woolen blanket plan the journey tell him by athena
273,A dangerous journey the early dawn was born; her fingers bloomed.,a dangerous journey the early dawn be bear her finger bloom
274,"odysseus well-beloved son jumped up, put on his clothes, and strapped his sword across his back, and tied his handsome sandals onto his well-oiled feet.",odysseus good beloved son jump up put on his clothe and strap his sword across his back and tie his handsome sandal onto his good oil foot
275,he left the room looking just like a god.,he leave the room look just like a god
276,he quickly told the clear-voiced heralds they must call the greeks to council.,he quickly tell the clear voice herald they must call the greeks to council
277,"soon the men, their long hair flowing, were gathered all together in the square.",soon the man their long hair flow be gather all together in the square
278,"telemachus arrived, bronze sword in hand,",telemachus arrive bronze sword in hand
279,Not by himselftwo swift dogs came with him.,not by himselftwo swift dog come with him
280,athena poured a heavenly grace upon him.,athena pour a heavenly grace upon him
281,"the elders let him join them, and he sat upon his fathers throne.",the elder let him join them and he sit upon his father throne
282,"the first to speak was wise aegyptius, a bent old soldier.",the ﻿1 to speak be wise aegyptius a bend old soldier
283,"his darling son, the spear-man antiphus, had sailed with lord odysseus to troy; the cyclops killed him in his cave and made him his final course at dinner.",his darling son the spear man antiphus have sail with lord odysseus to troy the cyclops kill him in his cave and make him his final course at dinner
284,this old father had three sons left.,this old father have three son leave
285,one teamed up with the suitors,one team up with the suitor
286,Eurynomus.,eurynomus
287,the others spent their time working the farm.,the other spend their time work the farm
288,but still the father mourned the son whom he had lost.,but still the father mourn the son whom he have lose
289,he spoke in tears.,he speak in tear
290,"people of ithaca, now hear my words.",people of ithaca now hear my word
291,we have not met in council since the day odysseus departed with his ships.,we have not meet in council since the day odysseus depart with his ship
292,who called us?,who call us
293,someone old or young?,someone old or young
294,and why?,and why
295,has he found out an army is approaching?,have he find out a army be approach
296,or does he have some other piece of news which he would like to share with all of us?,or doe he have some other piece of news which he would like to share with all of us
297,"I think he is a helpful, decent man.",i think he be a helpful decent man
298,i hope that zeus rewards his good intentions!,i hope that zeus reward his good intention
299,"odysseus loving son felt glad, and eagerly got up to speak and stood among them, in the center of the group.",odysseus love son feel glad and eagerly get up to speak and stand among them in the center of the group
300,"the competent official, named pisenor, passed him the speaking-stick; he held it up, and first addressed aegyptius.",the competent official name pisenor pass him the speak stick he hold it up and ﻿1 address aegyptius
301,"here, sir!",here sir
302,now look no further for the man you seek.,now look no far for the man you seek
303,i called the meeting.,i call the meet
304,i am in deep trouble.,i be in deep trouble
305,"I have no information of an army that might attack us, nor do i have news of any other danger to our people.",i have no information of a army that may attack us nor do i have news of any other danger to our people
306,i need help for myself.,i need help for myself
307,my family has suffered two disasters.,my family have suffer two disaster
308,"first i lost my father, who was kind to you as if you also were his sons.",﻿1 i lose my father who be kind to you a if you also be his son
309,"now, even worse, my house is being ripped apart; my wealth will soon be gone!",now even wrong my house be be rip apart my wealth will soon be go
310,"the sons of all the nobles have shoved inside my house to court my mother,",the son of all the noble have shove inside my house to court my mother
